"activities-heart__value__restingHeartRate","activities-heart__value__heartRateZones__max","activities-heart__value__heartRateZones__caloriesOut","activities-heart__value__heartRateZones__minutes","activities-heart__value__heartRateZones__name","activities-heart__value__heartRateZones__min","activities-heart__dateTime","activities-heart-intraday__datasetType","activities-heart-intraday__datasetInterval","activities-heart-intraday__dataset__value","activities-heart-intraday__dataset__time"
"","","","","","","","","","96","08:49:20"
"","","","","","","","","","96","08:49:35"
"","","","","","","","","","97","08:49:45"
"","","","","","","","","","98","08:49:50"
"","","","","","","","","","96","08:50:05"
"","","","","","","","","","96","08:50:10"
"","","","","","","","","","97","08:50:20"
"","","","","","","","","","97","08:50:35"
"","","","","","","","","","105","08:50:40"
"","","","","","","","","","95","08:50:50"
"","","","","","","","","","100","08:51:00"
"","","","","","","","","","99","08:51:15"
"","","","","","","","","","99","08:51:30"
"","","","","","","","","","98","08:51:40"
"","","","","","","","","","99","08:51:45"
"","","","","","","","","","100","08:51:55"
"","","","","","","","","","101","08:52:00"
"","","","","","","","","","102","08:52:05"
"","","","","","","","","","103","08:52:10"
"","","","","","","","","","105","08:52:15"
"","","","","","","","","","97","08:52:20"
"","","","","","","","","","100","08:52:30"
"","","","","","","","","","99","08:52:35"
"","","","","","","","","","99","08:52:50"
"","","","","","","","","","96","08:53:00"
"","","","","","","","","","97","08:53:10"
"","","","","","","","","","98","08:53:15"
"","","","","","","","","","96","08:53:30"
"","","","","","","","","","98","08:53:45"
"","","","","","","","","","97","08:53:50"
"","","","","","","","","","97","08:53:55"
"","","","","","","","","","98","08:54:00"
"","","","","","","","","","99","08:54:10"
"","","","","","","","","","99","08:54:25"
"","","","","","","","","","99","08:54:30"
"","","","","","","","","","98","08:54:45"
"","","","","","","","","","97","08:54:50"
"","","","","","","","","","98","08:54:55"
"","","","","","","","","","102","08:55:00"
"","","","","","","","","","102","08:55:15"
"","","","","","","","","","101","08:55:20"
"","","","","","","","","","101","08:55:35"
"","","","","","","","","","100","08:55:40"
"","","","","","","","","","96","08:55:50"
"","","","","","","","","","96","08:55:55"
"","","","","","","","","","95","08:56:00"
"","","","","","","","","","93","08:56:05"
"","","","","","","","","","91","08:56:10"
"","","","","","","","","","98","08:56:20"
"","","","","","","","","","97","08:56:25"
"","","","","","","","","","96","08:56:30"
"","","","","","","","","","93","08:56:40"
"","","","","","","","","","93","08:56:55"
"","","","","","","","","","95","08:57:00"
"","","","","","","","","","95","08:57:15"
"","","","","","","","","","96","08:57:20"
"","","","","","","","","","95","08:57:30"
"","","","","","","","","","96","08:57:35"
"","","","","","","","","","97","08:57:50"
"","","","","","","","","","96","08:58:00"
"","","","","","","","","","97","08:58:15"
"","","","","","","","","","98","08:58:30"
"","","","","","","","","","101","08:58:35"
"","","","","","","","","","102","08:58:40"
"","","","","","","","","","103","08:58:50"
"","","","","","","","","","104","08:58:55"
"","","","","","","","","","103","08:59:00"
"","","","","","","","","","101","08:59:05"
"","","","","","","","","","105","08:59:10"
"","","","","","","","","","110","08:59:15"
"","","","","","","","","","113","08:59:20"
"","","","","","","","","","115","08:59:25"
"","","","","","","","","","117","08:59:30"
"","","","","","","","","","119","08:59:35"
"","","","","","","","","","121","08:59:40"
"","","","","","","","","","123","08:59:45"
"","","","","","","","","","124","08:59:50"
"","","","","","","","","","123","08:59:55"
"","","","","","","","","","122","09:00:05"
"","","","","","","","","","123","09:00:15"
"","","","","","","","","","126","09:00:20"
"","","","","","","","","","124","09:00:25"
"","","","","","","","","","125","09:00:30"
"","","","","","","","","","127","09:00:35"
"","","","","","","","","","132","09:00:40"
"","","","","","","","","","134","09:00:45"
"","","","","","","","","","135","09:00:50"
"","","","","","","","","","137","09:00:55"
"","","","","","","","","","138","09:01:00"
"","","","","","","","","","139","09:01:05"
"","","","","","","","","","138","09:01:10"
"","","","","","","","","","136","09:01:15"
"","","","","","","","","","133","09:01:20"
"","","","","","","","","","131","09:01:25"
"","","","","","","","","","130","09:01:30"
"","","","","","","","","","129","09:01:35"
"","","","","","","","","","128","09:01:40"
"","","","","","","","","","127","09:01:45"
"","","","","","","","","","123","09:01:50"
"","","","","","","","","","123","09:02:05"
"","","","","","","","","","124","09:02:10"
"","","","","","","","","","125","09:02:20"
"","","","","","","","","","122","09:02:25"
"","","","","","","","","","121","09:02:30"
"","","","","","","","","","122","09:02:35"
"","","","","","","","","","120","09:02:45"
"","","","","","","","","","119","09:03:00"
"","","","","","","","","","120","09:03:05"
"","","","","","","","","","121","09:03:15"
"","","","","","","","","","120","09:03:25"
"","","","","","","","","","118","09:03:30"
"","","","","","","","","","118","09:03:35"
"","","","","","","","","","119","09:03:45"
"","","","","","","","","","120","09:03:55"
"","","","","","","","","","123","09:04:00"
"","","","","","","","","","124","09:04:10"
"","","","","","","","","","126","09:04:20"
"","","","","","","","","","127","09:04:25"
"","","","","","","","","","128","09:04:35"
"","","","","","","","","","127","09:04:40"
"","","","","","","","","","128","09:04:45"
"","","","","","","","","","127","09:04:50"
"","","","","","","","","","125","09:04:55"
"","","","","","","","","","123","09:05:00"
"","","","","","","","","","122","09:05:05"
"","","","","","","","","","121","09:05:15"
"","","","","","","","","","122","09:05:20"
"","","","","","","","","","121","09:05:25"
"","","","","","","","","","122","09:05:35"
"","","","","","","","","","121","09:05:45"
"","","","","","","","","","121","09:06:00"
"","","","","","","","","","123","09:06:10"
"","","","","","","","","","124","09:06:15"
"","","","","","","","","","123","09:06:20"
"","","","","","","","","","124","09:06:25"
"","","","","","","","","","125","09:06:40"
"","","","","","","","","","124","09:06:50"
"","","","","","","","","","125","09:07:00"
"","","","","","","","","","125","09:07:05"
"","","","","","","","","","127","09:07:10"
"","","","","","","","","","128","09:07:15"
"","","","","","","","","","124","09:07:25"
"","","","","","","","","","126","09:07:30"
"","","","","","","","","","129","09:07:35"
"","","","","","","","","","130","09:07:40"
"","","","","","","","","","131","09:07:50"
"","","","","","","","","","134","09:07:55"
"","","","","","","","","","131","09:08:00"
"","","","","","","","","","125","09:08:05"
"","","","","","","","","","127","09:08:15"
"","","","","","","","","","129","09:08:20"
"","","","","","","","","","127","09:08:25"
"","","","","","","","","","126","09:08:30"
"","","","","","","","","","127","09:08:35"
"","","","","","","","","","126","09:08:40"
"","","","","","","","","","124","09:08:45"
"","","","","","","","","","121","09:08:50"
"","","","","","","","","","118","09:08:55"
"","","","","","","","","","114","09:09:00"
"","","","","","","","","","115","09:09:05"
"","","","","","","","","","114","09:09:10"
"","","","","","","","","","113","09:09:15"
"","","","","","","","","","115","09:09:20"
"","","","","","","","","","115","09:09:35"
"","","","","","","","","","114","09:09:40"
"","","","","","","","","","114","09:09:45"
"","","","","","","","","","112","09:10:00"
"","","","","","","","","","111","09:10:05"
"","","","","","","","","","110","09:10:10"
"","","","","","","","","","112","09:10:15"
"","","","","","","","","","111","09:10:25"
"","","","","","","","","","112","09:10:30"
"","","","","","","","","","108","09:10:40"
"","","","","","","","","","103","09:10:45"
"","","","","","","","","","101","09:10:50"
"","","","","","","","","","101","09:11:05"
"","","","","","","","","","101","09:11:15"
"","","","","","","","","","100","09:11:25"
"","","","","","","","","","101","09:11:35"
"","","","","","","","","","98","09:11:40"
"","","","","","","","","","95","09:11:50"
"","","","","","","","","","98","09:11:55"
"","","","","","","","","","99","09:12:00"
"","","","","","","","","","100","09:12:05"
"","","","","","","","","","98","09:12:10"
"","","","","","","","","","94","09:12:15"
"","","","","","","","","","92","09:12:25"
"","","","","","","","","","91","09:12:30"
"","","","","","","","","","91","09:12:45"
"","","","","","","","","","94","09:13:00"
"","","","","","","","","","93","09:13:05"
"","","","","","","","","","94","09:13:10"
"","","","","","","","","","94","09:13:15"
"","","","","","","","","","92","09:13:20"
"","","","","","","","","","91","09:13:25"
"","","","","","","","","","88","09:13:30"
"","","","","","","","","","89","09:13:40"
"","","","","","","","","","89","09:13:55"
"","","","","","","","","","88","09:14:05"
"","","","","","","","","","89","09:14:20"
"","","","","","","","","","89","09:14:35"
"","","","","","","","","","90","09:14:50"
"","","","","","","","","","91","09:15:05"
"","","","","","","","","","94","09:15:10"
"","","","","","","","","","93","09:15:15"
"","","","","","","","","","94","09:15:20"
"","","","","","","","","","93","09:15:25"
"","","","","","","","","","92","09:15:30"
"","","","","","","","","","91","09:15:45"
"","","","","","","","","","91","09:16:00"
"","","","","","","","","","73","09:16:10"
"","","","","","","","","","85","09:16:15"
"","","","","","","","","","86","09:16:20"
"","","","","","","","","","94","09:16:30"
"","","","","","","","","","88","09:16:40"
"","","","","","","","","","88","09:16:45"
"","","","","","","","","","91","09:16:50"
"","","","","","","","","","92","09:17:05"
"","","","","","","","","","90","09:17:15"
"","","","","","","","","","89","09:17:20"
"","","","","","","","","","89","09:17:30"
"","","","","","","","","","88","09:17:35"
"","","","","","","","","","89","09:17:40"
"","","","","","","","","","90","09:17:45"
"","","","","","","","","","95","09:18:00"
"","","","","","","","","","95","09:18:05"
"","","","","","","","","","94","09:18:10"
"","","","","","","","","","94","09:18:25"
"","","","","","","","","","92","09:18:30"
"","","","","","","","","","90","09:18:35"
"","","","","","","","","","90","09:18:40"
"","","","","","","","","","90","09:18:55"
"","","","","","","","","","89","09:19:00"
"","","","","","","","","","88","09:19:10"
"","","","","","","","","","93","09:19:15"
"","","","","","","","","","100","09:19:20"
"","","","","","","","","","98","09:19:25"
"","","","","","","","","","94","09:19:35"
"","","","","","","","","","93","09:19:40"
"","","","","","","","","","91","09:19:45"
"","","","","","","","","","90","09:19:50"
"","","","","","","","","","91","09:19:55"
"","","","","","","","","","93","09:20:00"
"","","","","","","","","","93","09:20:15"
"","","","","","","","","","92","09:20:25"
"","","","","","","","","","91","09:20:30"
"","","","","","","","","","87","09:20:40"
"","","","","","","","","","86","09:20:45"
"","","","","","","","","","85","09:20:50"
"","","","","","","","","","87","09:21:00"
"","","","","","","","","","93","09:21:10"
"","","","","","","","","","92","09:21:25"
"","","","","","","","","","92","09:21:40"
"","","","","","","","","","94","09:21:50"
"","","","","","","","","","101","09:21:55"
"","","","","","","","","","97","09:22:00"
"","","","","","","","","","96","09:22:05"
"","","","","","","","","","97","09:22:15"
"","","","","","","","","","99","09:22:20"
"","","","","","","","","","96","09:22:30"
"","","","","","","","","","93","09:22:35"
"","","","","","","","","","90","09:22:40"
"","","","","","","","","","91","09:22:45"
"","","","","","","","","","90","09:23:00"
"","","","","","","","","","91","09:23:10"
"","","","","","","","","","90","09:23:25"
"","","","","","","","","","88","09:23:30"
"","","","","","","","","","88","09:23:35"
"","","","","","","","","","89","09:23:40"
"","","","","","","","","","90","09:23:45"
"","","","","","","","","","89","09:23:55"
"","","","","","","","","","90","09:24:00"
"","","","","","","","","","93","09:24:05"
"","","","","","","","","","94","09:24:20"
"","","","","","","","","","92","09:24:30"
"","","","","","","","","","91","09:24:40"
"","","","","","","","","","92","09:24:45"
"","","","","","","","","","92","09:24:50"
"","","","","","","","","","90","09:24:55"
"","","","","","","","","","91","09:25:00"
"","","","","","","","","","90","09:25:05"
"","","","","","","","","","91","09:25:10"
"","","","","","","","","","94","09:25:15"
"","","","","","","","","","93","09:25:20"
"","","","","","","","","","89","09:25:25"
"","","","","","","","","","88","09:25:30"
"","","","","","","","","","91","09:25:35"
"","","","","","","","","","92","09:25:45"
"","","","","","","","","","93","09:25:50"
"","","","","","","","","","94","09:25:55"
"","","","","","","","","","98","09:26:00"
"","","","","","","","","","98","09:26:15"
"","","","","","","","","","101","09:26:25"
"","","","","","","","","","106","09:26:30"
"","","","","","","","","","111","09:26:35"
"","","","","","","","","","113","09:26:40"
"","","","","","","","","","115","09:26:45"
"","","","","","","","","","113","09:26:50"
"","","","","","","","","","112","09:27:00"
"","","","","","","","","","112","09:27:15"
"","","","","","","","","","111","09:27:20"
"","","","","","","","","","105","09:27:25"
"","","","","","","","","","100","09:27:30"
"","","","","","","","","","101","09:27:35"
"","","","","","","","","","102","09:27:45"
"","","","","","","","","","103","09:27:50"
"","","","","","","","","","104","09:27:55"
"","","","","","","","","","106","09:28:00"
"","","","","","","","","","106","09:28:15"
"","","","","","","","","","107","09:28:25"
"","","","","","","","","","110","09:28:30"
"","","","","","","","","","109","09:28:40"
"","","","","","","","","","107","09:28:45"
